// SR1 Audio Analyzer: 10/21/2024 7:58:08 AM

// Series: A1:FFT1:Power Spectrum A
// Units: Hz,V/rtHz
0,6.87873707989187E-8
7.81334780249593,7.36575754951239E-8
15.6266956049919,7.66671113742273E-8
23.4400434074878,7.28402530622893E-8
31.2533912099837,6.85943767655572E-8
39.0667390124796,7.56874427009298E-8
46.8800868149756,1.23254986480695E-7
54.6934346174715,1.90343636998758E-7
62.5067824199674,2.03848621972359E-7
70.3201302224634,1.45109068851674E-7
78.1334780249593,7.73463361297341E-8
85.9468258274552,5.68906730961165E-8
93.7601736299512,5.56782809506707E-8
101.573521432447,6.00315844802468E-8
109.386869234943,7.70501571893447E-8
117.200217037439,9.44596192470289E-8
125.013564839935,8.92542339011595E-8
132.826912642431,6.84637945765121E-8
140.640260444927,5.9464202579213E-8
148.453608247423,6.09517723812007E-8
156.266956049919,6.58118802759882E-8
164.080303852415,1.02711034435342E-7
171.89365165491,1.78906029018886E-7
179.706999457406,2.22109445441911E-7
187.520347259902,1.82897140392861E-7
195.333695062398,1.03127541114668E-7
203.147042864894,5.91709700143471E-8
210.96039066739,5.41896388262268E-8
218.773738469886,5.31039805450093E-8
226.587086272382,5.88201620147733E-8
234.400434074878,7.20326241910976E-8
242.213781877374,7.54910797882071E-8
250.02712967987,6.4753794559405E-8
257.840477482366,5.49312925884731E-8
265.653825284862,5.24475797489908E-8
273.467173087358,5.4339631247509E-8
281.280520889854,6.08958260250842E-8
289.093868692349,8.05523119231886E-8
296.907216494845,1.01227001613054E-7
304.720564297341,9.65378258165222E-8
312.533912099837,7.19857232232276E-8
320.347259902333,5.67550182135755E-8
328.160607704829,5.43346433359105E-8
335.973955507325,5.23232632446859E-8
343.787303309821,5.12892425244071E-8
351.600651112317,5.52362601711353E-8
359.413998914813,5.77048009130859E-8
367.227346717309,5.32925397374938E-8
375.040694519805,4.74518325871103E-8
382.854042322301,4.54720145682336E-8
390.667390124796,4.64930771416542E-8
398.480737927292,4.86653197225079E-8
406.294085729788,5.2220278236495E-8
414.107433532284,5.93778064623983E-8
421.92078133478,6.33970203587192E-8
429.734129137276,6.03951050779063E-8
437.547476939772,5.67393625780876E-8
445.360824742268,5.32516667863075E-8
453.174172544764,5.12327339509852E-8
460.98752034726,5.12038736046485E-8
468.800868149756,5.03977341730902E-8
476.614215952252,5.07769471647662E-8
484.427563754748,5.33407805969775E-8
492.240911557244,5.50889825683986E-8
500.05425935974,5.3574808256467E-8
507.867607162235,5.06436687832093E-8
515.680954964731,5.19009460664495E-8
523.494302767227,5.65937208559879E-8
531.307650569723,6.25892002010349E-8
