;Scopy version,f4beeb1
;Exported on,Friday October 11/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00168239,0.00842733
1,24.4141,0.00168239,0.00842733
2,48.8281,0.000487335,0.00244012
3,73.2422,4.10575e-05,0.000215586
4,97.6563,4.27443e-06,7.1108e-05
5,122.07,3.96877e-06,7.28777e-05
6,146.484,4.1745e-06,7.31067e-05
7,170.898,4.12208e-06,7.27073e-05
8,195.313,3.88526e-06,7.30257e-05
9,219.727,3.8563e-06,7.33323e-05
10,244.141,3.98582e-06,6.99192e-05
11,268.555,4.03311e-06,6.87576e-05
12,292.969,3.95941e-06,7.03372e-05
13,317.383,4.04952e-06,7.05413e-05
14,341.797,4.02002e-06,6.95767e-05
15,366.211,3.98927e-06,6.90254e-05
16,390.625,3.94886e-06,6.86315e-05
17,415.039,3.90113e-06,6.73859e-05
18,439.453,4.03852e-06,6.94163e-05
19,463.867,4.04399e-06,7.51795e-05
20,488.281,3.97154e-06,7.54438e-05
21,512.695,4.04433e-06,6.97774e-05
22,537.109,3.98012e-06,6.56512e-05
23,561.523,3.75446e-06,6.58919e-05
24,585.938,3.69874e-06,6.6616e-05
25,610.352,3.85742e-06,6.84652e-05
26,634.766,3.9393e-06,6.79207e-05
27,659.18,3.91657e-06,6.7019e-05
28,683.594,3.90416e-06,6.91162e-05
29,708.008,3.9725e-06,6.96209e-05
30,732.422,4.09907e-06,6.83086e-05
31,756.836,4.12641e-06,6.7663e-05
32,781.25,3.98862e-06,6.81447e-05
33,805.664,3.97218e-06,6.74763e-05
34,830.078,4.06522e-06,6.61291e-05
35,854.492,4.23717e-06,6.85684e-05
36,878.906,4.2826e-06,6.88313e-05
37,903.32,4.21956e-06,6.68351e-05
38,927.734,4.10613e-06,6.68306e-05
39,952.148,3.937e-06,6.84789e-05
40,976.563,3.93748e-06,6.99325e-05
41,1000.98,4.15625e-06,6.98826e-05
42,1025.39,4.18821e-06,6.76454e-05
43,1049.8,4.09253e-06,6.64973e-05
44,1074.22,4.22277e-06,6.65447e-05
45,1098.63,4.34655e-06,6.53938e-05
46,1123.05,4.26808e-06,6.4539e-05
47,1147.46,4.06207e-06,6.96114e-05
48,1171.88,4.13375e-06,7.29956e-05
49,1196.29,4.21764e-06,7.212e-05
