;Scopy version,f4beeb1
;Exported on,Friday October 11/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00166222,0.00106513
1,24.4141,0.00166222,0.00106513
2,48.8281,0.000481042,0.0003083
3,73.2422,4.00613e-05,2.62876e-05
4,97.6563,4.54731e-06,5.47473e-06
5,122.07,4.00455e-06,5.49655e-06
6,146.484,3.9003e-06,5.23143e-06
7,170.898,4.04936e-06,5.43823e-06
8,195.313,4.15614e-06,5.66889e-06
9,219.727,4.0104e-06,5.21583e-06
10,244.141,3.8844e-06,4.93682e-06
11,268.555,3.80935e-06,4.9692e-06
12,292.969,3.74889e-06,4.89703e-06
13,317.383,3.73536e-06,4.86473e-06
14,341.797,3.88713e-06,4.70409e-06
15,366.211,4.05196e-06,4.83534e-06
16,390.625,3.9868e-06,5.21502e-06
17,415.039,3.87548e-06,5.26296e-06
18,439.453,4.04833e-06,4.95544e-06
19,463.867,4.23279e-06,5.04206e-06
20,488.281,4.22377e-06,5.19636e-06
21,512.695,3.92151e-06,5.37507e-06
22,537.109,3.78327e-06,5.38178e-06
23,561.523,3.8868e-06,5.10737e-06
24,585.938,4.00417e-06,5.04089e-06
25,610.352,3.98581e-06,4.93159e-06
26,634.766,3.96881e-06,4.80807e-06
27,659.18,4.0904e-06,4.88076e-06
28,683.594,4.11256e-06,5.01019e-06
29,708.008,3.94136e-06,5.16738e-06
30,732.422,4.01305e-06,5.30041e-06
31,756.836,3.95861e-06,5.19772e-06
32,781.25,3.83315e-06,5.1925e-06
33,805.664,3.82473e-06,5.23639e-06
34,830.078,3.72231e-06,5.38045e-06
35,854.492,3.81097e-06,5.59872e-06
36,878.906,4.16113e-06,5.53158e-06
37,903.32,4.34074e-06,5.56669e-06
38,927.734,4.12996e-06,5.39704e-06
39,952.148,4.03119e-06,5.05066e-06
40,976.563,4.06295e-06,5.09638e-06
41,1000.98,4.05388e-06,5.21661e-06
42,1025.39,4.09436e-06,5.27418e-06
43,1049.8,4.03477e-06,5.20001e-06
44,1074.22,3.7974e-06,5.27127e-06
45,1098.63,3.7416e-06,5.37736e-06
46,1123.05,3.63567e-06,5.26101e-06
47,1147.46,3.63625e-06,5.21738e-06
48,1171.88,3.78698e-06,5.20763e-06
49,1196.29,3.85223e-06,4.95065e-06
50,1220.7,3.95681e-06,4.83404e-06
51,1245.12,4.0661e-06,5.0717e-06
52,1269.53,4.04646e-06,5.15758e-06
53,1293.95,3.85211e-06,5.23543e-06
54,1318.36,3.77779e-06,5.2093e-06
55,1342.77,3.76008e-06,5.23757e-06
56,1367.19,3.78588e-06,5.17652e-06
57,1391.6,3.78379e-06,5.02447e-06
58,1416.02,3.8125e-06,5.06568e-06
59,1440.43,3.84327e-06,4.9539e-06
60,1464.84,3.81626e-06,4.94822e-06
61,1489.26,3.93493e-06,5.28838e-06
62,1513.67,3.9959e-06,5.35964e-06
63,1538.09,3.89908e-06,5.40189e-06
64,1562.5,3.82163e-06,5.38234e-06
65,1586.91,3.73995e-06,5.11207e-06
66,1611.33,3.82611e-06,5.06695e-06
67,1635.74,3.99661e-06,5.07383e-06
68,1660.16,3.94477e-06,4.98332e-06
69,1684.57,3.71802e-06,4.85194e-06
70,1708.98,3.64922e-06,4.57501e-06
71,1733.4,3.64119e-06,4.66619e-06
72,1757.81,3.75402e-06,4.96202e-06
73,1782.23,3.84864e-06,4.9711e-06
74,1806.64,3.68171e-06,4.94839e-06
75,1831.05,3.58548e-06,5.00159e-06
76,1855.47,3.69615e-06,4.79716e-06
77,1879.88,3.77684e-06,4.69346e-06
78,1904.3,3.67752e-06,4.8844e-06
79,1928.71,3.75608e-06,4.90057e-06
80,1953.13,3.94041e-06,5.09176e-06
81,1977.54,3.99822e-06,5.20749e-06
82,2001.95,3.88097e-06,4.95365e-06
83,2026.37,4.00311e-06,4.7066e-06
84,2050.78,4.08301e-06,4.79272e-06
85,2075.2,4.00771e-06,4.77556e-06
86,2099.61,3.97782e-06,4.80148e-06
87,2124.02,3.85383e-06,5.03949e-06
88,2148.44,3.68057e-06,5.00981e-06
89,2172.85,3.79526e-06,4.90171e-06
90,2197.27,3.764e-06,4.77355e-06
91,2221.68,3.61313e-06,4.73565e-06
92,2246.09,3.67497e-06,5.01497e-06
93,2270.51,3.82267e-06,4.99518e-06
94,2294.92,3.95232e-06,4.97345e-06
95,2319.34,4.03724e-06,4.93263e-06
96,2343.75,4.07001e-06,4.72206e-06
97,2368.16,3.92299e-06,4.66842e-06
98,2392.58,3.76178e-06,4.77843e-06
99,2416.99,3.80799e-06,5.01563e-06
100,2441.41,4.01829e-06,5.08984e-06
101,2465.82,4.02651e-06,5.01533e-06
102,2490.23,3.8683e-06,4.93324e-06
103,2514.65,3.75057e-06,4.8057e-06
104,2539.06,3.73842e-06,4.85302e-06
105,2563.48,3.5944e-06,5.04905e-06
106,2587.89,3.5886e-06,4.91131e-06
107,2612.3,3.81432e-06,4.63302e-06
108,2636.72,3.92554e-06,4.77586e-06
109,2661.13,3.85209e-06,5.02127e-06
110,2685.55,3.91927e-06,4.96655e-06
111,2709.96,3.8716e-06,4.95029e-06
112,2734.38,3.66679e-06,4.96507e-06
113,2758.79,3.74819e-06,4.76701e-06
114,2783.2,3.98505e-06,5.00476e-06
115,2807.62,3.9888e-06,5.36075e-06
116,2832.03,3.90325e-06,5.21507e-06
117,2856.45,3.80543e-06,4.88897e-06
118,2880.86,3.62349e-06,4.73192e-06
119,2905.27,3.5816e-06,4.90558e-06
120,2929.69,3.61769e-06,5.17918e-06
121,2954.1,3.61216e-06,5.1427e-06
122,2978.52,3.7544e-06,4.96134e-06
123,3002.93,3.81247e-06,4.85165e-06
124,3027.34,3.72036e-06,4.84149e-06
125,3051.76,3.701e-06,5.02175e-06
126,3076.17,3.81374e-06,5.17848e-06
127,3100.59,3.81953e-06,4.95378e-06
128,3125,3.80335e-06,4.63597e-06
129,3149.41,3.79206e-06,4.53293e-06
130,3173.83,3.92117e-06,4.66195e-06
131,3198.24,4.01506e-06,4.79007e-06
132,3222.66,3.83889e-06,4.87488e-06
133,3247.07,3.65248e-06,5.02378e-06
134,3271.48,3.73137e-06,5.04653e-06
135,3295.9,3.80406e-06,4.99892e-06
136,3320.31,3.80852e-06,4.99463e-06
137,3344.73,3.83968e-06,4.90642e-06
138,3369.14,3.83679e-06,4.86543e-06
139,3393.55,3.84781e-06,5.00798e-06
140,3417.97,3.90601e-06,5.08622e-06
141,3442.38,3.90377e-06,4.92028e-06
142,3466.8,3.90998e-06,4.78239e-06
143,3491.21,3.86587e-06,4.99266e-06
144,3515.63,3.90278e-06,4.82646e-06
145,3540.04,3.85377e-06,4.6012e-06
146,3564.45,3.87003e-06,4.59023e-06
147,3588.87,3.86795e-06,4.69891e-06
148,3613.28,3.75324e-06,4.7133e-06
149,3637.7,3.77588e-06,4.97292e-06
150,3662.11,3.92321e-06,5.13745e-06
151,3686.52,4.03439e-06,5.16244e-06
152,3710.94,3.99537e-06,5.0572e-06
153,3735.35,3.82839e-06,4.98938e-06
154,3759.77,3.72186e-06,4.9579e-06
155,3784.18,3.65402e-06,4.76486e-06
156,3808.59,3.62917e-06,4.63804e-06
157,3833.01,3.65599e-06,4.73139e-06
158,3857.42,3.80102e-06,4.91723e-06
159,3881.84,3.944e-06,5.04342e-06
160,3906.25,3.90768e-06,4.89465e-06
161,3930.66,3.69016e-06,4.69995e-06
162,3955.08,3.42527e-06,4.75732e-06
163,3979.49,3.67319e-06,4.78691e-06
164,4003.91,3.84833e-06,4.81379e-06
165,4028.32,3.76174e-06,4.89737e-06
166,4052.73,3.58966e-06,4.94984e-06
167,4077.15,3.71921e-06,4.99391e-06
168,4101.56,3.92552e-06,4.84939e-06
169,4125.98,3.87068e-06,4.71286e-06
170,4150.39,3.77503e-06,4.84225e-06
171,4174.8,3.76312e-06,4.75072e-06
172,4199.22,3.94499e-06,4.7028e-06
173,4223.63,4.06665e-06,4.8654e-06
174,4248.05,4.06056e-06,4.7684e-06
175,4272.46,3.90454e-06,4.67345e-06
176,4296.88,3.68961e-06,4.79969e-06
177,4321.29,3.63485e-06,4.68065e-06
178,4345.7,3.70566e-06,4.70225e-06
179,4370.12,3.77617e-06,4.78006e-06
180,4394.53,3.80213e-06,4.80082e-06
181,4418.95,3.70459e-06,4.82062e-06
182,4443.36,3.71353e-06,4.9778e-06
183,4467.77,3.85392e-06,5.14928e-06
184,4492.19,3.91012e-06,5.21521e-06
185,4516.6,3.7997e-06,5.12335e-06
186,4541.02,3.61494e-06,5.04729e-06
187,4565.43,3.53581e-06,5.10538e-06
188,4589.84,3.61075e-06,5.10446e-06
189,4614.26,3.67665e-06,4.94959e-06
190,4638.67,3.75796e-06,4.68017e-06
191,4663.09,3.88321e-06,4.70463e-06
192,4687.5,3.91678e-06,4.85008e-06
193,4711.91,3.91456e-06,4.93525e-06
194,4736.33,3.84945e-06,4.93744e-06
195,4760.74,3.7625e-06,5.03236e-06
196,4785.16,3.6466e-06,4.99538e-06
197,4809.57,3.61148e-06,4.67699e-06
198,4833.98,3.78288e-06,4.68624e-06
199,4858.4,4.03593e-06,4.86342e-06
200,4882.81,4.04549e-06,4.97145e-06
201,4907.23,3.7823e-06,5.08957e-06
202,4931.64,3.83254e-06,4.98131e-06
203,4956.05,3.94052e-06,4.81112e-06
204,4980.47,3.99932e-06,4.88813e-06
205,5004.88,3.984e-06,5.10072e-06
206,5029.3,3.77624e-06,5.195e-06
207,5053.71,3.75499e-06,5.207e-06
208,5078.13,3.85179e-06,5.11159e-06
209,5102.54,3.93493e-06,5.07002e-06
210,5126.95,3.9985e-06,4.9506e-06
211,5151.37,3.91226e-06,4.90964e-06
212,5175.78,3.713e-06,5.01788e-06
213,5200.2,3.6681e-06,4.91053e-06
214,5224.61,3.70389e-06,4.66025e-06
215,5249.02,3.68568e-06,4.71904e-06
216,5273.44,3.72712e-06,4.84633e-06
217,5297.85,3.65562e-06,4.76804e-06
218,5322.27,3.69289e-06,4.69735e-06
219,5346.68,3.85487e-06,4.91322e-06
220,5371.09,3.92144e-06,5.12021e-06
221,5395.51,3.86593e-06,5.02962e-06
222,5419.92,3.86489e-06,4.95237e-06
223,5444.34,3.79545e-06,4.92593e-06
224,5468.75,3.72567e-06,4.91409e-06
225,5493.16,3.69768e-06,4.88245e-06
226,5517.58,3.52002e-06,4.91062e-06
227,5541.99,3.52853e-06,5.03365e-06
228,5566.41,3.78843e-06,4.88812e-06
229,5590.82,3.91121e-06,5.0034e-06
230,5615.23,3.92961e-06,5.31292e-06
231,5639.65,3.95385e-06,5.1908e-06
232,5664.06,3.8679e-06,4.88897e-06
233,5688.48,3.8355e-06,4.70114e-06
234,5712.89,3.93201e-06,4.75228e-06
235,5737.3,4.0188e-06,4.76644e-06
236,5761.72,3.95745e-06,4.93107e-06
237,5786.13,3.68961e-06,5.03866e-06
238,5810.55,3.66749e-06,4.91128e-06
239,5834.96,3.98021e-06,4.85819e-06
240,5859.38,3.96096e-06,4.87995e-06
241,5883.79,3.81093e-06,5.00089e-06
242,5908.2,3.89043e-06,4.94925e-06
243,5932.62,3.89548e-06,4.71194e-06
244,5957.03,3.81265e-06,4.66958e-06
245,5981.45,3.78072e-06,4.57609e-06
246,6005.86,3.77979e-06,4.57858e-06
247,6030.27,3.8571e-06,4.64397e-06
