// SR1 Audio Analyzer: 10/23/2024 9:08:21 AM

// Series: A1:FFT1:Power Spectrum A
// Units: Hz,V/rtHz
0,3.10827228279991E-8
7.81334780249593,3.27809361975908E-8
15.6266956049919,3.40070346757107E-8
23.4400434074878,3.36226438968711E-8
31.2533912099837,3.36142398010758E-8
39.0667390124796,5.24331909158102E-8
46.8800868149756,1.21267089839311E-7
54.6934346174715,2.01504188192902E-7
62.5067824199674,2.16475097672193E-7
70.3201302224634,1.49199043058056E-7
78.1334780249593,6.63066071798185E-8
85.9468258274552,2.72316536937846E-8
93.7601736299512,2.39053581104023E-8
101.573521432447,3.27597232217133E-8
109.386869234943,5.91447543660018E-8
117.200217037439,8.33273299567913E-8
125.013564839935,7.81540557429401E-8
132.826912642431,4.90950764951632E-8
140.640260444927,2.64929343318617E-8
148.453608247423,2.24542517778427E-8
156.266956049919,3.26747450774208E-8
164.080303852415,8.4027355494972E-8
171.89365165491,1.65354881554411E-7
179.706999457406,2.09452601302379E-7
187.520347259902,1.70747589284577E-7
195.333695062398,8.99314968208631E-8
203.147042864894,3.50690134907699E-8
210.96039066739,2.19976183705039E-8
218.773738469886,2.25718891099431E-8
226.587086272382,3.35068530060169E-8
234.400434074878,5.06837059931586E-8
242.213781877374,5.43212328240981E-8
250.02712967987,3.99257719066355E-8
257.840477482366,2.45646393546878E-8
265.653825284862,1.98320643261968E-8
273.467173087358,2.03276369433874E-8
281.280520889854,3.11549559368084E-8
289.093868692349,6.17906803899553E-8
296.907216494845,9.02034502622155E-8
304.720564297341,8.66107691837759E-8
312.533912099837,5.52551191321366E-8
320.347259902333,2.83848928045687E-8
328.160607704829,2.1689911585567E-8
335.973955507325,2.1668514649486E-8
343.787303309821,2.30614229690956E-8
351.600651112317,2.7585809042349E-8
359.413998914813,3.15632384073419E-8
367.227346717309,2.93794887828646E-8
375.040694519805,2.43110733103246E-8
382.854042322301,2.16982608598421E-8
390.667390124796,2.08559660994552E-8
398.480737927292,2.12870209510226E-8
406.294085729788,2.75393861883436E-8
414.107433532284,3.91620599095861E-8
421.92078133478,4.26978351681582E-8
429.734129137276,3.34640922673124E-8
437.547476939772,2.36103416223457E-8
445.360824742268,2.13420904357035E-8
453.174172544764,2.09961527400701E-8
460.98752034726,2.07762101345738E-8
468.800868149756,2.16694258271424E-8
476.614215952252,2.26043486959291E-8
484.427563754748,2.23354458687018E-8
492.240911557244,2.13975904139098E-8
500.05425935974,2.08897905076474E-8
507.867607162235,2.07545298264545E-8
515.680954964731,2.05353485407906E-8
523.494302767227,2.27173266540574E-8
531.307650569723,3.15149375176372E-8
539.120998372219,3.7859570596462E-8
546.934346174715,3.26972564673299E-8
554.747693977211,2.35100646920486E-8
562.561041779707,2.05102727184266E-8
570.374389582203,2.03227346422064E-8
578.187737384699,2.00819205108802E-8
586.001085187195,1.97444247084368E-8
593.814432989691,1.91920886206744E-8
601.627780792187,1.87413801619247E-8
609.441128594683,1.94293547192674E-8
617.254476397178,2.05314693922104E-8
625.067824199674,2.07538657862863E-8
632.88117200217,2.05440191851607E-8
640.694519804666,2.07695269585375E-8
648.507867607162,2.17646985293948E-8
656.321215409658,2.28697284600276E-8
664.134563212154,2.26298483428022E-8
671.94791101465,2.13037380554723E-8
679.761258817146,2.03622736118112E-8
687.574606619642,2.00665814185385E-8
695.387954422138,2.02576574347959E-8
703.201302224634,2.02311354930388E-8
711.01465002713,1.95638787952931E-8
718.827997829626,1.90992914127195E-8
726.641345632122,1.91933068902339E-8
734.454693434617,1.95092451430219E-8
742.268041237113,1.98193087498757E-8
750.081389039609,1.98243535129576E-8
757.894736842105,2.00362039701214E-8
765.708084644601,2.27878699470304E-8
773.521432447097,2.85183992194006E-8
781.334780249593,3.06427973168035E-8
789.148128052089,2.62951100661894E-8
796.961475854585,2.18961333700155E-8
804.774823657081,2.04932844056839E-8
812.588171459577,1.98446454081759E-8
820.401519262073,1.95482348831155E-8
828.214867064569,1.95061808879173E-8
836.028214867065,1.94287872553466E-8
843.841562669561,1.95849202370655E-8
851.654910472056,1.94744825879714E-8
859.468258274552,1.88668484358069E-8
867.281606077048,1.89563702630814E-8
875.094953879544,1.93698660984703E-8
882.90830168204,1.94170163620557E-8
890.721649484536,2.01609614610391E-8
898.534997287032,2.09845122466354E-8
906.348345089528,2.03508749602898E-8
914.161692892024,1.9826297102114E-8
921.97504069452,2.06713640230107E-8
929.788388497016,2.15184235626134E-8
937.601736299512,2.15296046892954E-8
945.415084102008,2.07936021294691E-8
953.228431904504,1.9795797199134E-8
961.041779706999,1.92303446457231E-8
968.855127509495,1.92534520705311E-8
976.668475311991,1.96772463336526E-8
984.481823114487,2.31347378531522E-8
992.295170916983,3.11177263310386E-8
1000.10851871948,3.53403727563301E-8
1007.92186652198,3.04063059041765E-8
1015.73521432447,2.34498905275553E-8
1023.54856212697,2.07635324759338E-8
1031.36190992946,1.95757491178234E-8
1039.17525773196,1.89847166163548E-8
1046.98860553445,1.90671153274153E-8
1054.80195333695,1.97618034488144E-8
1062.61530113945,2.04481097767818E-8
1070.42864894194,2.07340685338044E-8
