;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.000571689,0.0134826
1,24.4141,0.000571689,0.0134826
2,48.8281,0.000172535,0.0064209
3,73.2422,4.60954e-05,0.00463469
4,97.6563,4.31092e-05,0.00458484
5,122.07,4.54593e-05,0.00472984
6,146.484,4.61989e-05,0.00456489
7,170.898,4.64807e-05,0.00431024
8,195.313,4.67863e-05,0.00436732
9,219.727,4.59748e-05,0.00436482
10,244.141,4.71643e-05,0.00437033
11,268.555,4.79687e-05,0.00434521
12,292.969,4.70325e-05,0.00425023
13,317.383,4.71951e-05,0.00427617
14,341.797,4.77707e-05,0.00420701
15,366.211,4.73358e-05,0.00410424
16,390.625,4.7257e-05,0.0040686
17,415.039,4.76859e-05,0.00413487
18,439.453,4.67233e-05,0.00408453
19,463.867,4.65219e-05,0.00401531
20,488.281,4.71022e-05,0.00397043
21,512.695,4.72432e-05,0.00390405
22,537.109,4.55777e-05,0.00383218
23,561.523,4.54453e-05,0.00385324
24,585.938,4.5414e-05,0.00389239
25,610.352,4.49573e-05,0.0038766
26,634.766,4.44886e-05,0.00396001
27,659.18,4.41888e-05,0.00401925
28,683.594,4.47504e-05,0.00399405
29,708.008,4.52351e-05,0.00394108
30,732.422,4.35751e-05,0.00377499
31,756.836,4.21651e-05,0.00367999
32,781.25,4.3316e-05,0.00376197
33,805.664,4.32346e-05,0.00379703
34,830.078,4.2106e-05,0.00381566
35,854.492,4.22587e-05,0.00382307
36,878.906,4.22009e-05,0.00365867
37,903.32,4.27932e-05,0.00373481
38,927.734,4.28158e-05,0.00379804
39,952.148,4.31936e-05,0.00382234
40,976.563,4.47015e-05,0.00384149
41,1000.98,4.50178e-05,0.00375144
42,1025.39,4.69024e-05,0.00382996
43,1049.8,4.91634e-05,0.00397218
44,1074.22,4.98784e-05,0.00406487
45,1098.63,4.94981e-05,0.00404699
46,1123.05,5.20404e-05,0.00427323
47,1147.46,5.70707e-05,0.00465054
48,1171.88,6.17253e-05,0.00500791
49,1196.29,7.53664e-05,0.00615656
50,1220.7,0.000104984,0.00821772
51,1245.12,0.000127064,0.00976522
52,1269.53,0.000133026,0.010257
53,1293.95,0.000132086,0.0100216
54,1318.36,0.000142663,0.0107961
55,1342.77,0.000163158,0.0124847
