;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.000634387,0.000509373
1,24.4141,0.000634387,0.000509373
2,48.8281,0.000183878,0.000264158
3,73.2422,1.63456e-05,0.000212063
4,97.6563,5.428e-06,0.000202032
5,122.07,5.39351e-06,0.000207497
6,146.484,5.45837e-06,0.000210648
7,170.898,5.30898e-06,0.000199756
8,195.313,5.29251e-06,0.000200583
9,219.727,5.43717e-06,0.000215806
10,244.141,5.40079e-06,0.000228671
11,268.555,5.17643e-06,0.000221836
12,292.969,5.12205e-06,0.000201328
13,317.383,4.93198e-06,0.000192304
14,341.797,4.90257e-06,0.000199232
15,366.211,5.3156e-06,0.000203792
16,390.625,5.50739e-06,0.000203527
17,415.039,5.3224e-06,0.000197697
18,439.453,5.23474e-06,0.000189122
19,463.867,5.10663e-06,0.000193675
20,488.281,4.88423e-06,0.000207028
21,512.695,5.19912e-06,0.000212395
22,537.109,5.36365e-06,0.000206653
23,561.523,5.29026e-06,0.000202462
24,585.938,5.18194e-06,0.000194186
25,610.352,5.33109e-06,0.000194192
26,634.766,5.44115e-06,0.000196229
27,659.18,5.13734e-06,0.000191313
28,683.594,4.96447e-06,0.000183448
29,708.008,5.08252e-06,0.000182326
30,732.422,5.18387e-06,0.00018249
31,756.836,5.34441e-06,0.000190205
32,781.25,5.53813e-06,0.000195994
33,805.664,5.59927e-06,0.000197783
34,830.078,5.52979e-06,0.000202924
35,854.492,5.52733e-06,0.00019723
36,878.906,5.23183e-06,0.00018383
37,903.32,5.01e-06,0.000186799
38,927.734,5.18281e-06,0.00019219
39,952.148,5.22728e-06,0.000195869
40,976.563,5.03167e-06,0.000198481
41,1000.98,4.93324e-06,0.000197871
42,1025.39,5.15976e-06,0.000191415
43,1049.8,5.12321e-06,0.000180562
44,1074.22,5.31138e-06,0.000179319
45,1098.63,5.45839e-06,0.00017849
46,1123.05,5.27607e-06,0.000175724
47,1147.46,5.08713e-06,0.000178193
48,1171.88,5.13594e-06,0.000190496
49,1196.29,5.214e-06,0.000196937
50,1220.7,5.04578e-06,0.000192517
51,1245.12,4.97528e-06,0.000204692
52,1269.53,5.00877e-06,0.000207548
53,1293.95,5.037e-06,0.000207607
54,1318.36,5.17843e-06,0.000220693
55,1342.77,5.62293e-06,0.000257509
56,1367.19,6.0903e-06,0.000312312
57,1391.6,6.4451e-06,0.000360077
58,1416.02,7.39818e-06,0.000442387
59,1440.43,8.42898e-06,0.00053673
60,1464.84,9.15281e-06,0.000606843
61,1489.26,9.88225e-06,0.000686743
62,1513.67,1.03576e-05,0.000731126
63,1538.09,1.04734e-05,0.000718812
64,1562.5,1.01517e-05,0.000687497
65,1586.91,9.50933e-06,0.000639221
66,1611.33,8.46795e-06,0.000548693
67,1635.74,7.45285e-06,0.000456643
68,1660.16,6.70921e-06,0.000386944
69,1684.57,6.29308e-06,0.000345589
70,1708.98,5.98376e-06,0.000309676
71,1733.4,5.82641e-06,0.000268389
72,1757.81,5.7083e-06,0.000242954
73,1782.23,5.3851e-06,0.00023299
74,1806.64,5.06312e-06,0.000220015
75,1831.05,5.07258e-06,0.000211293
76,1855.47,5.21544e-06,0.000209564
77,1879.88,5.22431e-06,0.000210353
78,1904.3,5.34066e-06,0.000207821
79,1928.71,5.19135e-06,0.000209813
80,1953.13,4.96442e-06,0.000211244
81,1977.54,5.02187e-06,0.00021656
82,2001.95,4.88831e-06,0.000213967
83,2026.37,4.58213e-06,0.000189895
84,2050.78,4.64378e-06,0.000176296
85,2075.2,4.96528e-06,0.000183233
86,2099.61,5.12104e-06,0.000186456
87,2124.02,5.08263e-06,0.000177742
88,2148.44,5.06815e-06,0.000174349
89,2172.85,4.92388e-06,0.000178222
90,2197.27,5.02973e-06,0.00017756
91,2221.68,4.96718e-06,0.000181553
92,2246.09,4.89084e-06,0.000187879
93,2270.51,5.09136e-06,0.000199606
94,2294.92,4.96488e-06,0.000192728
95,2319.34,5.02363e-06,0.000178271
96,2343.75,5.01546e-06,0.00017907
97,2368.16,4.95113e-06,0.000176545
98,2392.58,4.95762e-06,0.000186053
99,2416.99,5.00215e-06,0.000188634
100,2441.41,4.92331e-06,0.000184921
101,2465.82,4.79061e-06,0.000189021
102,2490.23,4.82955e-06,0.000180616
103,2514.65,5.26554e-06,0.000185008
104,2539.06,5.40755e-06,0.00019096
105,2563.48,5.05666e-06,0.000186416
106,2587.89,4.72706e-06,0.000182757
107,2612.3,4.52331e-06,0.000187994
108,2636.72,4.65548e-06,0.000185966
109,2661.13,5.15835e-06,0.000194108
110,2685.55,5.26034e-06,0.000195687
111,2709.96,4.93451e-06,0.000178631
112,2734.38,4.79196e-06,0.000192542
113,2758.79,4.89881e-06,0.000199563
114,2783.2,4.99368e-06,0.000187947
115,2807.62,5.04536e-06,0.000182246
116,2832.03,5.16097e-06,0.000178675
117,2856.45,5.06188e-06,0.000167094
118,2880.86,5.1576e-06,0.000176768
119,2905.27,5.40658e-06,0.000189173
120,2929.69,5.22061e-06,0.000197534
121,2954.1,5.3102e-06,0.000219697
122,2978.52,5.35194e-06,0.000229123
123,3002.93,5.13623e-06,0.000207965
124,3027.34,4.84176e-06,0.000182256
125,3051.76,4.86741e-06,0.000175547
126,3076.17,4.95071e-06,0.000181029
127,3100.59,4.92014e-06,0.000181448
128,3125,4.76321e-06,0.000183113
129,3149.41,4.76809e-06,0.000188627
130,3173.83,4.84296e-06,0.000192036
131,3198.24,5.01724e-06,0.000191504
132,3222.66,5.2995e-06,0.000196471
133,3247.07,5.14766e-06,0.000193853
134,3271.48,5.01971e-06,0.000196357
135,3295.9,5.18333e-06,0.000208597
136,3320.31,5.15463e-06,0.000196904
137,3344.73,4.90039e-06,0.000179441
138,3369.14,4.92056e-06,0.000183005
139,3393.55,5.05958e-06,0.000190101
140,3417.97,5.11504e-06,0.000191696
141,3442.38,5.37811e-06,0.000192338
142,3466.8,5.50815e-06,0.00018925
143,3491.21,5.61046e-06,0.000198725
144,3515.63,5.49485e-06,0.000200278
145,3540.04,5.29674e-06,0.000189106
146,3564.45,5.06389e-06,0.000193032
147,3588.87,4.98147e-06,0.000195679
148,3613.28,4.96579e-06,0.00018875
149,3637.7,5.04613e-06,0.000191353
150,3662.11,5.04539e-06,0.000187957
151,3686.52,5.26338e-06,0.000194091
152,3710.94,5.28279e-06,0.000204548
153,3735.35,5.0589e-06,0.00021465
154,3759.77,4.95342e-06,0.000212951
155,3784.18,4.87333e-06,0.000194636
156,3808.59,5.07098e-06,0.000194679
157,3833.01,5.22475e-06,0.000207426
158,3857.42,5.13687e-06,0.000211033
159,3881.84,4.91569e-06,0.000198305
160,3906.25,5.08801e-06,0.000192692
161,3930.66,5.2035e-06,0.000195622
162,3955.08,5.38485e-06,0.000207461
163,3979.49,5.70789e-06,0.000241196
164,4003.91,5.60143e-06,0.000253959
165,4028.32,5.48903e-06,0.000228549
166,4052.73,5.51148e-06,0.000209045
167,4077.15,5.40735e-06,0.000216249
168,4101.56,5.25536e-06,0.000223657
169,4125.98,4.96209e-06,0.000203986
170,4150.39,4.73488e-06,0.000182358
171,4174.8,4.64388e-06,0.000184286
172,4199.22,4.92839e-06,0.000205362
173,4223.63,5.22113e-06,0.000240448
174,4248.05,5.26543e-06,0.000244958
175,4272.46,5.33518e-06,0.000221237
176,4296.88,5.2506e-06,0.000204447
177,4321.29,5.02861e-06,0.000191545
178,4345.7,4.9268e-06,0.000192893
179,4370.12,4.83613e-06,0.000210487
180,4394.53,5.12854e-06,0.000234372
181,4418.95,5.59371e-06,0.000241618
182,4443.36,5.62138e-06,0.000212922
183,4467.77,5.38082e-06,0.00019436
184,4492.19,5.1522e-06,0.000214418
185,4516.6,4.91907e-06,0.000222611
186,4541.02,4.8193e-06,0.000212888
187,4565.43,4.91812e-06,0.000203571
188,4589.84,5.24141e-06,0.000216563
189,4614.26,5.24446e-06,0.000205239
190,4638.67,5.07603e-06,0.000190611
191,4663.09,5.08637e-06,0.000195162
192,4687.5,4.87833e-06,0.000192466
193,4711.91,4.84472e-06,0.000196932
194,4736.33,4.99622e-06,0.000200974
195,4760.74,5.12784e-06,0.000198628
196,4785.16,5.11618e-06,0.000196202
197,4809.57,4.95601e-06,0.000190421
198,4833.98,4.90857e-06,0.000189425
199,4858.4,4.91088e-06,0.000194358
200,4882.81,4.95029e-06,0.000189129
201,4907.23,4.96225e-06,0.000191077
202,4931.64,4.88713e-06,0.00020615
203,4956.05,4.79303e-06,0.000199076
204,4980.47,4.88177e-06,0.000188929
205,5004.88,5.25187e-06,0.00020191
206,5029.3,5.3106e-06,0.000208675
207,5053.71,5.25547e-06,0.000209573
208,5078.13,5.30465e-06,0.000206784
209,5102.54,5.18121e-06,0.000201226
210,5126.95,5.07915e-06,0.000194208
211,5151.37,5.2429e-06,0.000183298
212,5175.78,5.25731e-06,0.000187937
213,5200.2,5.25167e-06,0.000202422
214,5224.61,5.15344e-06,0.000204133
215,5249.02,5.16006e-06,0.000203253
216,5273.44,5.28032e-06,0.000200654
217,5297.85,5.07975e-06,0.000192947
218,5322.27,4.94178e-06,0.000191591
219,5346.68,5.27489e-06,0.000191329
220,5371.09,5.42376e-06,0.000185234
221,5395.51,5.18341e-06,0.000194647
222,5419.92,5.06428e-06,0.000193366
223,5444.34,5.0686e-06,0.000194958
224,5468.75,5.00233e-06,0.000205996
225,5493.16,4.99891e-06,0.000200702
226,5517.58,5.21782e-06,0.000189057
227,5541.99,5.3628e-06,0.000200159
228,5566.41,5.09567e-06,0.000203205
229,5590.82,5.20465e-06,0.000193016
230,5615.23,5.28924e-06,0.000198287
231,5639.65,5.23386e-06,0.000214637
232,5664.06,5.20102e-06,0.000233196
233,5688.48,4.86831e-06,0.000226227
234,5712.89,4.55254e-06,0.000200975
235,5737.3,4.80117e-06,0.000201798
236,5761.72,5.00099e-06,0.000208142
237,5786.13,5.08906e-06,0.000204204
238,5810.55,5.14385e-06,0.000200321
239,5834.96,5.26425e-06,0.000213643
240,5859.38,5.36399e-06,0.000225877
241,5883.79,5.12347e-06,0.000217522
242,5908.2,4.91405e-06,0.000202059
243,5932.62,4.96941e-06,0.000202075
244,5957.03,4.9676e-06,0.000189116
245,5981.45,5.22915e-06,0.00019865
246,6005.86,5.2643e-06,0.000212436
247,6030.27,5.17729e-06,0.000214053
248,6054.69,5.22158e-06,0.000217476
249,6079.1,5.20582e-06,0.000213494
250,6103.52,5.03718e-06,0.000197343
251,6127.93,5.01779e-06,0.000191984
252,6152.34,4.83095e-06,0.000195878
253,6176.76,4.81638e-06,0.00018608
254,6201.17,5.11281e-06,0.000183699
255,6225.59,5.26949e-06,0.000201584
256,6250,5.23854e-06,0.000202616
257,6274.41,5.17914e-06,0.000191458
258,6298.83,4.92295e-06,0.000185324
259,6323.24,4.77758e-06,0.000182854
260,6347.66,4.90746e-06,0.000186538
261,6372.07,5.09445e-06,0.000197893
262,6396.48,5.28614e-06,0.000210021
263,6420.9,5.1392e-06,0.00020737
264,6445.31,4.71278e-06,0.000199378
265,6469.73,4.74747e-06,0.000190257
266,6494.14,5.07383e-06,0.000208098
267,6518.55,5.16532e-06,0.000224007
268,6542.97,4.98515e-06,0.000208219
269,6567.38,4.79449e-06,0.000201498
270,6591.8,4.86495e-06,0.000199793
271,6616.21,5.17342e-06,0.000198182
272,6640.63,5.38118e-06,0.000198316
273,6665.04,5.29605e-06,0.000199235
274,6689.45,4.9894e-06,0.000194883
275,6713.87,4.93171e-06,0.000189978
276,6738.28,4.83756e-06,0.000185358
277,6762.7,4.86654e-06,0.000180166
278,6787.11,4.88452e-06,0.000176419
279,6811.52,4.94735e-06,0.000190019
280,6835.94,4.91524e-06,0.000195147
281,6860.35,4.78689e-06,0.000191801
282,6884.77,4.99964e-06,0.00020038
283,6909.18,5.20655e-06,0.000205744
284,6933.59,5.11553e-06,0.000204404
285,6958.01,5.0191e-06,0.000207899
286,6982.42,5.09502e-06,0.000216311
