;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.000655155,8.7548e-05
1,24.4141,0.000655155,8.7548e-05
2,48.8281,0.00018949,2.94462e-05
3,73.2422,1.63415e-05,1.32201e-05
4,97.6563,4.89524e-06,1.24891e-05
5,122.07,4.49659e-06,1.25877e-05
6,146.484,4.44423e-06,1.28394e-05
7,170.898,4.44638e-06,1.31891e-05
8,195.313,4.41119e-06,1.32834e-05
9,219.727,4.43216e-06,1.44866e-05
10,244.141,4.51475e-06,1.65194e-05
11,268.555,4.47392e-06,1.50786e-05
12,292.969,4.41696e-06,1.29071e-05
13,317.383,4.57735e-06,1.28805e-05
14,341.797,4.6354e-06,1.32335e-05
15,366.211,4.46738e-06,1.3503e-05
16,390.625,4.58571e-06,1.31439e-05
17,415.039,4.87268e-06,1.34147e-05
18,439.453,4.83957e-06,1.38328e-05
19,463.867,4.39841e-06,1.40034e-05
20,488.281,4.28032e-06,1.44855e-05
21,512.695,4.45327e-06,1.41129e-05
22,537.109,4.48212e-06,1.28255e-05
23,561.523,4.54863e-06,1.22441e-05
24,585.938,4.59448e-06,1.22471e-05
25,610.352,4.39455e-06,1.19668e-05
26,634.766,4.35354e-06,1.17717e-05
27,659.18,4.48972e-06,1.21583e-05
28,683.594,4.36899e-06,1.22755e-05
29,708.008,4.34612e-06,1.20703e-05
30,732.422,4.37838e-06,1.17767e-05
31,756.836,4.41021e-06,1.15903e-05
32,781.25,4.37876e-06,1.11195e-05
33,805.664,4.45631e-06,1.06521e-05
34,830.078,4.6027e-06,1.0929e-05
35,854.492,4.60463e-06,1.14243e-05
36,878.906,4.4703e-06,1.14858e-05
37,903.32,4.37345e-06,1.34763e-05
38,927.734,4.43372e-06,1.48134e-05
39,952.148,4.52598e-06,1.23052e-05
40,976.563,4.4715e-06,1.06259e-05
41,1000.98,4.50561e-06,1.09758e-05
42,1025.39,4.59275e-06,1.0625e-05
43,1049.8,4.50143e-06,1.08504e-05
44,1074.22,4.34998e-06,1.15965e-05
45,1098.63,4.14202e-06,1.18738e-05
46,1123.05,4.23919e-06,1.14671e-05
47,1147.46,4.41039e-06,1.14439e-05
48,1171.88,4.33805e-06,1.17162e-05
49,1196.29,4.36152e-06,1.14851e-05
50,1220.7,4.17228e-06,1.126e-05
51,1245.12,3.9247e-06,1.17937e-05
52,1269.53,4.08845e-06,1.42738e-05
53,1293.95,4.42251e-06,1.74863e-05
54,1318.36,4.645e-06,1.87609e-05
55,1342.77,4.57215e-06,2.05564e-05
56,1367.19,4.2399e-06,2.4695e-05
57,1391.6,4.19298e-06,2.81793e-05
58,1416.02,4.31106e-06,3.16157e-05
59,1440.43,4.32493e-06,3.55126e-05
60,1464.84,4.21003e-06,3.9549e-05
61,1489.26,4.43033e-06,4.13029e-05
62,1513.67,4.53846e-06,4.10794e-05
63,1538.09,4.60091e-06,4.3705e-05
64,1562.5,4.50915e-06,4.27727e-05
65,1586.91,4.28892e-06,3.92781e-05
66,1611.33,4.25572e-06,3.73748e-05
67,1635.74,4.41089e-06,3.2551e-05
68,1660.16,4.52835e-06,2.75342e-05
69,1684.57,4.42013e-06,2.60769e-05
70,1708.98,4.45241e-06,2.32183e-05
