;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.0006189,0.00194485
1,24.4141,0.0006189,0.00194485
2,48.8281,0.00017971,0.000749364
3,73.2422,1.7658e-05,0.000460469
4,97.6563,7.51196e-06,0.000450412
5,122.07,7.7664e-06,0.000459095
6,146.484,7.78763e-06,0.000447556
7,170.898,7.37076e-06,0.000449872
8,195.313,7.36022e-06,0.000451985
9,219.727,7.471e-06,0.000458989
10,244.141,7.5669e-06,0.000463325
11,268.555,7.54272e-06,0.000484158
12,292.969,7.26992e-06,0.000477391
13,317.383,7.24843e-06,0.000453409
14,341.797,7.60762e-06,0.000471326
15,366.211,7.67895e-06,0.000483369
16,390.625,7.57467e-06,0.000488459
17,415.039,7.69192e-06,0.000503432
18,439.453,7.4175e-06,0.00048488
19,463.867,7.04342e-06,0.000461552
20,488.281,7.18247e-06,0.000494608
21,512.695,7.61558e-06,0.000520624
22,537.109,7.91867e-06,0.000502227
23,561.523,7.67156e-06,0.000468894
24,585.938,7.42262e-06,0.000468359
25,610.352,7.37525e-06,0.000476296
26,634.766,7.27212e-06,0.000470719
27,659.18,7.36218e-06,0.000466293
28,683.594,7.69141e-06,0.000483423
29,708.008,7.71327e-06,0.000486487
30,732.422,7.78039e-06,0.000488731
31,756.836,8.02676e-06,0.000505867
32,781.25,7.57597e-06,0.000481379
33,805.664,7.03249e-06,0.000462028
34,830.078,6.99794e-06,0.000436434
35,854.492,7.24232e-06,0.000416678
36,878.906,7.63612e-06,0.000434338
37,903.32,7.6284e-06,0.000448008
38,927.734,7.43081e-06,0.000451772
39,952.148,7.4988e-06,0.000468665
40,976.563,7.59939e-06,0.000481608
41,1000.98,7.5751e-06,0.000471337
42,1025.39,7.34041e-06,0.000450585
43,1049.8,7.40025e-06,0.000463277
44,1074.22,7.76775e-06,0.000492366
45,1098.63,7.7843e-06,0.000500141
46,1123.05,7.53132e-06,0.000506416
47,1147.46,7.50013e-06,0.000539346
48,1171.88,8.22417e-06,0.000602982
49,1196.29,9.22399e-06,0.000672996
50,1220.7,1.14249e-05,0.000813759
51,1245.12,1.39412e-05,0.00100028
52,1269.53,1.46734e-05,0.00108772
53,1293.95,1.63989e-05,0.00122935
