;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.000636501,0.000659816
1,24.4141,0.000636501,0.000659816
2,48.8281,0.000184209,0.000191103
3,73.2422,1.61636e-05,1.65881e-05
4,97.6563,5.2156e-06,4.92455e-06
5,122.07,4.94487e-06,4.7282e-06
6,146.484,4.66888e-06,4.53463e-06
7,170.898,4.5605e-06,4.34445e-06
8,195.313,4.65336e-06,4.43223e-06
9,219.727,4.62619e-06,4.51017e-06
10,244.141,4.54353e-06,4.49401e-06
11,268.555,4.51602e-06,4.4775e-06
12,292.969,4.54307e-06,4.4491e-06
13,317.383,4.42453e-06,4.37324e-06
14,341.797,4.42307e-06,4.342e-06
15,366.211,4.51496e-06,4.35693e-06
16,390.625,4.58881e-06,4.1554e-06
17,415.039,4.46673e-06,4.00189e-06
18,439.453,4.37073e-06,4.09395e-06
19,463.867,4.36078e-06,4.43857e-06
20,488.281,4.45294e-06,4.51822e-06
21,512.695,4.58285e-06,4.28855e-06
22,537.109,4.53585e-06,4.33632e-06
23,561.523,4.4456e-06,4.60976e-06
24,585.938,4.44885e-06,4.62871e-06
25,610.352,4.23503e-06,4.58005e-06
26,634.766,4.24527e-06,4.61342e-06
27,659.18,4.46136e-06,4.55709e-06
28,683.594,4.42848e-06,4.3645e-06
29,708.008,4.42947e-06,4.35203e-06
30,732.422,4.75422e-06,4.47123e-06
31,756.836,4.79255e-06,4.71544e-06
32,781.25,4.52007e-06,4.6538e-06
33,805.664,4.54381e-06,4.39068e-06
34,830.078,4.70741e-06,4.36937e-06
35,854.492,4.61112e-06,4.45161e-06
36,878.906,4.62497e-06,4.32748e-06
37,903.32,4.721e-06,4.62279e-06
38,927.734,4.62101e-06,4.83592e-06
39,952.148,4.51987e-06,4.66682e-06
40,976.563,4.58313e-06,4.4013e-06
41,1000.98,4.56394e-06,4.26655e-06
42,1025.39,4.54041e-06,4.27849e-06
43,1049.8,4.54507e-06,4.15049e-06
44,1074.22,4.50953e-06,4.11336e-06
45,1098.63,4.64353e-06,4.26548e-06
46,1123.05,4.62858e-06,4.28293e-06
47,1147.46,4.57738e-06,4.35158e-06
48,1171.88,4.57809e-06,4.3966e-06
49,1196.29,4.62824e-06,4.39621e-06
50,1220.7,4.51745e-06,4.49704e-06
51,1245.12,4.39709e-06,4.70433e-06
52,1269.53,4.56108e-06,4.74299e-06
53,1293.95,4.60514e-06,4.6874e-06
54,1318.36,4.40242e-06,4.65832e-06
55,1342.77,4.4494e-06,4.60725e-06
56,1367.19,4.4883e-06,4.55532e-06
57,1391.6,4.41224e-06,4.39276e-06
58,1416.02,4.20698e-06,4.35787e-06
59,1440.43,4.09678e-06,4.62309e-06
60,1464.84,4.22186e-06,4.76696e-06
61,1489.26,4.16149e-06,4.78435e-06
62,1513.67,4.05163e-06,4.81119e-06
63,1538.09,3.98163e-06,4.74454e-06
64,1562.5,4.2358e-06,4.61815e-06
65,1586.91,4.64135e-06,4.63877e-06
66,1611.33,4.74537e-06,4.6103e-06
67,1635.74,4.62686e-06,4.70703e-06
68,1660.16,4.47651e-06,4.65249e-06
69,1684.57,4.3076e-06,4.41799e-06
70,1708.98,4.19152e-06,4.47994e-06
71,1733.4,4.19644e-06,4.38532e-06
72,1757.81,4.23505e-06,4.24803e-06
73,1782.23,4.39396e-06,4.17127e-06
74,1806.64,4.42434e-06,4.22879e-06
75,1831.05,4.27148e-06,4.36033e-06
76,1855.47,4.13862e-06,4.21444e-06
77,1879.88,4.24765e-06,4.198e-06
78,1904.3,4.40359e-06,4.26808e-06
79,1928.71,4.3933e-06,4.19281e-06
80,1953.13,4.30346e-06,4.08692e-06
81,1977.54,4.21433e-06,4.14696e-06
82,2001.95,4.33892e-06,4.23938e-06
83,2026.37,4.55757e-06,4.20349e-06
84,2050.78,4.59279e-06,4.24394e-06
85,2075.2,4.56075e-06,4.46816e-06
86,2099.61,4.61752e-06,4.48867e-06
87,2124.02,4.49593e-06,4.44056e-06
88,2148.44,4.27528e-06,4.43588e-06
89,2172.85,4.2268e-06,4.27499e-06
90,2197.27,4.27918e-06,4.13775e-06
91,2221.68,4.20836e-06,4.10824e-06
92,2246.09,4.01729e-06,4.17855e-06
93,2270.51,3.99629e-06,4.12487e-06
94,2294.92,4.27304e-06,4.06506e-06
95,2319.34,4.3492e-06,4.16754e-06
96,2343.75,4.38079e-06,4.20992e-06
97,2368.16,4.39605e-06,4.23691e-06
98,2392.58,4.40429e-06,4.13626e-06
99,2416.99,4.5754e-06,4.10931e-06
100,2441.41,4.45357e-06,4.05812e-06
101,2465.82,4.2691e-06,3.97677e-06
102,2490.23,4.23523e-06,4.30805e-06
103,2514.65,4.27886e-06,4.67717e-06
104,2539.06,4.08049e-06,4.45019e-06
105,2563.48,4.10665e-06,4.17083e-06
106,2587.89,4.22541e-06,4.2789e-06
107,2612.3,4.12985e-06,4.41307e-06
108,2636.72,4.18222e-06,4.36433e-06
109,2661.13,4.34234e-06,4.2186e-06
110,2685.55,4.46188e-06,4.25046e-06
111,2709.96,4.22421e-06,4.2305e-06
112,2734.38,3.99246e-06,4.09395e-06
113,2758.79,4.02432e-06,4.10288e-06
114,2783.2,4.20432e-06,4.14869e-06
115,2807.62,4.41988e-06,4.21657e-06
116,2832.03,4.65066e-06,4.39986e-06
117,2856.45,4.6679e-06,4.39387e-06
118,2880.86,4.36265e-06,4.19208e-06
119,2905.27,4.20943e-06,4.06228e-06
120,2929.69,4.42022e-06,4.20849e-06
121,2954.1,4.54183e-06,4.24112e-06
122,2978.52,4.53165e-06,4.24546e-06
123,3002.93,4.36382e-06,4.10645e-06
124,3027.34,4.38713e-06,4.07061e-06
125,3051.76,4.52435e-06,4.24604e-06
126,3076.17,4.22037e-06,4.37834e-06
127,3100.59,4.07565e-06,4.16372e-06
128,3125,4.22394e-06,3.83666e-06
129,3149.41,4.2039e-06,3.96745e-06
130,3173.83,4.31192e-06,4.13583e-06
131,3198.24,4.49448e-06,4.17661e-06
132,3222.66,4.43132e-06,4.0257e-06
133,3247.07,4.36086e-06,3.99176e-06
134,3271.48,4.35347e-06,4.13832e-06
135,3295.9,4.33561e-06,4.18175e-06
136,3320.31,4.28898e-06,4.08003e-06
137,3344.73,4.14239e-06,4.18402e-06
138,3369.14,4.18436e-06,4.28113e-06
139,3393.55,4.25431e-06,4.28425e-06
140,3417.97,3.99515e-06,4.1649e-06
141,3442.38,4.0148e-06,4.23607e-06
142,3466.8,4.3676e-06,4.33526e-06
143,3491.21,4.31199e-06,4.33194e-06
144,3515.63,4.10027e-06,4.15685e-06
145,3540.04,4.1163e-06,3.9004e-06
146,3564.45,4.08598e-06,3.96129e-06
147,3588.87,4.17819e-06,4.21205e-06
148,3613.28,4.15532e-06,4.45982e-06
149,3637.7,4.0797e-06,4.39322e-06
150,3662.11,4.19906e-06,4.13975e-06
151,3686.52,4.29622e-06,4.10132e-06
152,3710.94,4.30904e-06,4.43718e-06
153,3735.35,4.3792e-06,4.41872e-06
154,3759.77,4.32607e-06,4.13378e-06
155,3784.18,4.13953e-06,4.07916e-06
156,3808.59,4.31389e-06,4.1801e-06
157,3833.01,4.36876e-06,4.29097e-06
158,3857.42,4.37147e-06,4.34715e-06
159,3881.84,4.30113e-06,4.33355e-06
160,3906.25,4.31434e-06,4.31107e-06
161,3930.66,4.4925e-06,4.24883e-06
162,3955.08,4.43977e-06,4.22064e-06
163,3979.49,4.29463e-06,4.18183e-06
164,4003.91,4.31856e-06,4.20776e-06
165,4028.32,4.36067e-06,4.25476e-06
166,4052.73,4.17326e-06,4.29857e-06
167,4077.15,4.08392e-06,4.26863e-06
168,4101.56,4.18857e-06,4.14274e-06
169,4125.98,4.1535e-06,4.09519e-06
170,4150.39,3.97502e-06,4.27023e-06
171,4174.8,4.0391e-06,4.44307e-06
172,4199.22,4.17714e-06,4.29084e-06
173,4223.63,4.15196e-06,4.1351e-06
174,4248.05,4.10038e-06,4.11377e-06
175,4272.46,4.07608e-06,4.23395e-06
176,4296.88,3.89528e-06,4.32221e-06
177,4321.29,3.81892e-06,4.18017e-06
178,4345.7,4.00736e-06,4.07935e-06
179,4370.12,4.00442e-06,4.04913e-06
180,4394.53,4.09509e-06,4.1265e-06
181,4418.95,4.49727e-06,4.27395e-06
182,4443.36,4.59719e-06,4.27944e-06
183,4467.77,4.46211e-06,4.2672e-06
184,4492.19,4.38436e-06,4.40132e-06
185,4516.6,4.27019e-06,4.54352e-06
186,4541.02,4.22965e-06,4.41607e-06
187,4565.43,4.29776e-06,4.22218e-06
188,4589.84,4.3649e-06,4.27667e-06
