;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.000649312,0.000343243
1,24.4141,0.000649312,0.000343243
2,48.8281,0.000187667,0.000110466
3,73.2422,1.60345e-05,4.75032e-05
4,97.6563,4.83543e-06,4.85979e-05
5,122.07,4.68625e-06,5.15935e-05
6,146.484,4.63288e-06,5.12142e-05
7,170.898,4.60991e-06,4.94699e-05
8,195.313,4.51424e-06,4.9928e-05
9,219.727,4.32891e-06,4.93647e-05
10,244.141,4.38047e-06,5.03615e-05
11,268.555,4.53919e-06,5.26788e-05
12,292.969,4.63641e-06,5.3828e-05
13,317.383,4.64954e-06,5.25063e-05
14,341.797,4.69125e-06,5.22797e-05
15,366.211,4.66284e-06,5.35496e-05
16,390.625,4.59861e-06,5.27725e-05
17,415.039,4.40239e-06,5.31476e-05
18,439.453,4.45385e-06,5.39791e-05
19,463.867,4.64061e-06,5.49781e-05
20,488.281,4.83303e-06,5.45587e-05
21,512.695,4.89151e-06,5.29952e-05
22,537.109,4.82599e-06,5.23114e-05
23,561.523,4.62689e-06,5.25632e-05
24,585.938,4.40076e-06,5.20611e-05
25,610.352,4.35408e-06,4.96247e-05
26,634.766,4.39526e-06,4.89621e-05
27,659.18,4.52592e-06,4.99844e-05
28,683.594,4.40282e-06,4.97789e-05
29,708.008,4.29841e-06,4.94293e-05
30,732.422,4.61609e-06,4.91333e-05
31,756.836,4.80965e-06,4.92068e-05
32,781.25,4.6388e-06,4.79068e-05
33,805.664,4.54643e-06,4.73202e-05
34,830.078,4.6982e-06,4.71026e-05
35,854.492,4.9725e-06,4.82121e-05
36,878.906,4.89581e-06,4.85413e-05
37,903.32,4.66206e-06,4.84333e-05
38,927.734,4.56143e-06,5.02928e-05
39,952.148,4.71017e-06,5.08898e-05
40,976.563,4.87546e-06,4.96121e-05
41,1000.98,4.85356e-06,4.80385e-05
42,1025.39,4.73044e-06,4.91381e-05
43,1049.8,4.48035e-06,4.86676e-05
44,1074.22,4.42236e-06,4.77787e-05
45,1098.63,4.44919e-06,4.63848e-05
46,1123.05,4.54425e-06,4.68438e-05
47,1147.46,4.47637e-06,4.92542e-05
48,1171.88,4.42367e-06,5.25674e-05
49,1196.29,4.49789e-06,5.98804e-05
50,1220.7,4.61539e-06,6.65419e-05
51,1245.12,4.56343e-06,6.98761e-05
52,1269.53,4.44816e-06,7.80807e-05
53,1293.95,4.58873e-06,9.41009e-05
54,1318.36,4.68782e-06,0.00011627
55,1342.77,4.51659e-06,0.000134089
56,1367.19,4.40453e-06,0.000147071
57,1391.6,4.45679e-06,0.000155007
58,1416.02,4.53133e-06,0.000173304
59,1440.43,4.67438e-06,0.000191467
60,1464.84,4.82289e-06,0.000194951
61,1489.26,4.87048e-06,0.000189504
62,1513.67,4.83171e-06,0.000163563
63,1538.09,4.60762e-06,0.00014388
64,1562.5,4.37776e-06,0.000138385
65,1586.91,4.54211e-06,0.000126243
66,1611.33,4.6035e-06,0.00011673
67,1635.74,4.53024e-06,9.85485e-05
68,1660.16,4.59752e-06,7.37682e-05
69,1684.57,4.68644e-06,5.87864e-05
70,1708.98,4.57149e-06,5.58171e-05
71,1733.4,4.62531e-06,5.34197e-05
72,1757.81,4.6947e-06,5.0426e-05
73,1782.23,4.65207e-06,4.68835e-05
74,1806.64,4.5543e-06,4.3826e-05
75,1831.05,4.32614e-06,4.47872e-05
76,1855.47,4.1159e-06,4.45149e-05
77,1879.88,4.1086e-06,4.3871e-05
78,1904.3,4.20432e-06,4.44413e-05
79,1928.71,4.34122e-06,4.54075e-05
80,1953.13,4.30965e-06,4.56808e-05
81,1977.54,4.05145e-06,4.49855e-05
82,2001.95,3.86617e-06,4.59295e-05
83,2026.37,4.22711e-06,4.68697e-05
84,2050.78,4.45578e-06,4.64889e-05
85,2075.2,4.48289e-06,4.71042e-05
86,2099.61,4.49461e-06,4.61979e-05
87,2124.02,4.36043e-06,4.44477e-05
88,2148.44,4.27863e-06,4.60254e-05
89,2172.85,4.38299e-06,4.9032e-05
90,2197.27,4.49333e-06,4.87647e-05
91,2221.68,4.48745e-06,4.78346e-05
92,2246.09,4.29706e-06,4.64182e-05
93,2270.51,4.19003e-06,4.51588e-05
94,2294.92,4.29315e-06,4.64964e-05
95,2319.34,4.32435e-06,4.71225e-05
96,2343.75,4.39405e-06,4.5114e-05
97,2368.16,4.45624e-06,4.50192e-05
98,2392.58,4.26412e-06,4.42521e-05
99,2416.99,4.19727e-06,4.37931e-05
100,2441.41,4.39898e-06,4.62198e-05
101,2465.82,4.43799e-06,4.71917e-05
102,2490.23,4.33246e-06,4.66388e-05
103,2514.65,4.25297e-06,4.79887e-05
104,2539.06,4.15796e-06,4.8558e-05
105,2563.48,4.17208e-06,4.6887e-05
106,2587.89,4.25814e-06,4.47503e-05
107,2612.3,4.3008e-06,4.54342e-05
108,2636.72,4.35222e-06,4.74992e-05
109,2661.13,4.3549e-06,4.73129e-05
110,2685.55,4.39658e-06,4.43603e-05
111,2709.96,4.61466e-06,4.3233e-05
112,2734.38,4.49634e-06,4.54792e-05
113,2758.79,4.26302e-06,4.63568e-05
114,2783.2,4.39169e-06,4.43541e-05
115,2807.62,4.52447e-06,4.46039e-05
116,2832.03,4.42014e-06,4.51599e-05
117,2856.45,4.38819e-06,4.54993e-05
118,2880.86,4.4199e-06,4.63991e-05
