// SR1 Audio Analyzer: 10/16/2024 9:41:48 AM

// Series: A1:FFT1:Power Spectrum A
// Units: Hz,V/rtHz
0,8.95223130623657E-9
31.236442516269,9.09320019162579E-9
62.472885032538,8.57830922316444E-9
93.7093275488069,7.59222805385892E-9
124.945770065076,7.03870789570123E-9
156.182212581345,6.85377806710863E-9
187.418655097614,6.81706042598839E-9
218.655097613883,6.75321336159953E-9
249.891540130152,6.47781017201199E-9
281.127982646421,6.0743557212381E-9
312.36442516269,5.78240431315621E-9
343.600867678959,5.61861702247363E-9
374.837310195228,5.50701005001726E-9
406.073752711497,5.43872918669699E-9
437.310195227766,5.40461031203332E-9
468.546637744035,5.40165602380789E-9
499.783080260304,5.43675121754398E-9
531.019522776573,5.49171082352374E-9
562.255965292842,5.48841828446775E-9
593.492407809111,5.38744600344098E-9
624.72885032538,5.3220936082041E-9
655.965292841649,5.33590009040357E-9
687.201735357918,5.28399421394729E-9
718.438177874186,5.23562031092345E-9
749.674620390456,5.25660070351673E-9
780.911062906724,5.26832508252706E-9
812.147505422994,5.27029041235743E-9
843.383947939262,5.27898817361214E-9
874.620390455531,5.28394202565112E-9
905.8568329718,5.22065782828072E-9
937.093275488069,5.09728616580055E-9
968.329718004338,5.04572158145613E-9
999.566160520607,5.07046058682727E-9
1030.80260303688,5.02827101945636E-9
1062.03904555315,4.97338795430202E-9
1093.27548806941,5.01323994784784E-9
1124.51193058568,5.12830433071051E-9
1155.74837310195,5.22615593574685E-9
1186.98481561822,5.25598982977528E-9
1218.22125813449,5.29454687348456E-9
1249.45770065076,5.34126397329412E-9
1280.69414316703,5.35857473085903E-9
1311.9305856833,5.36325237066723E-9
1343.16702819957,5.30354040318939E-9
1374.40347071584,5.17640448749196E-9
1405.6399132321,5.13543292491693E-9
1436.87635574837,5.20439950036322E-9
1468.11279826464,5.1813522726205E-9
1499.34924078091,5.10456359824682E-9
1530.58568329718,5.15303879298062E-9
1561.82212581345,5.20825120020538E-9
1593.05856832972,5.17047344243948E-9
1624.29501084599,5.16892192342907E-9
1655.53145336226,5.25031759924646E-9
1686.76789587853,5.28308103209298E-9
1718.00433839479,5.23548105506269E-9
1749.24078091106,5.19571338096903E-9
1780.47722342733,5.19572483594276E-9
1811.7136659436,5.19466552588661E-9
1842.95010845987,5.1886003111135E-9
1874.18655097614,5.1851558578435E-9
